,id,display name,description,verified,potentially_banned,#followers,#posts,#friends,#favourites,location
nxthompson,16892481,nxthompson,CEO of @theatlantic. Formerly @wired & @newyorker. American recorder holder (45+) in the 50km run. Still a believer that the Internet can be good.,True,False,135346.0,22946.0,2304.0,26772.0,New York
maria_drutska,1498679647432810500,Maria Drutska 🇺🇦,"Work in Ukraine's defence sector. Thoughts on policy, foreign affairs, Ukr-Rus war.",False,False,19247.0,5794.0,26.0,6258.0,"Ukraine, Kyiv"
sam_d_1995,188103539,sam,Better cities and transit are possible 🚇🚞,False,False,28427.0,27509.0,994.0,479652.0,"Boston, MA"
CallumW87689853,1544010433178255362,Callum,Liberal,False,False,2.0,444.0,4.0,129.0,
SebzindedarE,256080832,🦎Šebzindedâr🐝 💚🤍💜🦖,"laïcité, vérité, sana né, fuck impunité- ♀- Feminism is the radical notion that women are people - kadin feministi & full lisansli kadin 💍👩‍❤️‍💋‍👩",False,False,2412.0,73066.0,304.0,51472.0,"location, location, location"
BassamMusaed,1355082143194632194,Musaed Bassam,Love & peace from the Arabian Gulf. The Bane of virtue signalers everywhere. SA advocate. Stock profile photo 😊. Def not a bot/troll. BDS is the only solution.,False,False,753.0,14618.0,1057.0,14367.0,
artlinguistics,1452364850378719234,ozzie | art linguistics,artistic director @fx_hash_ | medical doctor | epidemiologist | ekphrastic poet,False,False,1273.0,1977.0,1191.0,3309.0,The Netherlands
ayanonagon,21150267,Ayaka Nonaka,"[ios brewer, tea engineer] shortcuts @Apple, previously @WorkflowHQ @venmo ↯",True,False,22118.0,10784.0,975.0,16513.0,"California, USA"
WSandsin,1438320316296704001,Walter Sandsin,"I believe in truth, integrity & common decency. I abhor misinformation, blatant lies & the destruction the GQP has done to our country. I block all MAGA nuts",False,False,792.0,13574.0,1214.0,24992.0,
tob_la,317260675,Tobias Lang,"preoccupied with politics, here mostly Middle East, no domestic affairs. author: amazon.de/Drusen-Libanon… I represent just myself",False,False,696.0,10123.0,720.0,5909.0,"Burgenland/Vienna, Austria"
LawDavF,1463193979,Lawrence Freedman,"Emeritus Professor of War Studies King's College London. Next book: Command: The Politics of Military Operations from Korea to Ukraine (UK Penguin, US OUP)",False,False,102486.0,39565.0,1006.0,7894.0,
belfastcc,21310376,Belfast City Council,"Official account of NI's largest council, bringing you our latest news, events & jobs. Tel: 028 9032 0202. 
Read our house rules: ow.ly/WnRs50H0Z9M",True,False,116463.0,61533.0,588.0,14093.0,"Belfast, Northern Ireland"
RipRawlings,886577395377082368,LtCol Rip Rawlings,"LtCol Rip Rawlings is a NYT bestselling author, combat journalist and supporter of Ukrainian fighters & aid workers.
PayPal.me/RipleysHeroes",False,False,93625.0,4895.0,684.0,18056.0,Ukraine
f4ilx,270516239,Le Grizzly Tarnais,"vieil ours occitan, avec en ligne de mire tous les extrêmismes qui polluent nos vies",False,False,318.0,6344.0,1428.0,11030.0,Occitanie
RhiannonFrater,22217394,"Rhiannon Frater, Author 🧛‍♀️🧙‍♀️🧟‍♀️🧜‍♀️","I write books w/women fighting monsters & co-hosted @Znationpodcast. Published by @torbooks.  Repped by @jmfelleman. Texan, Hispanic/Latina & Italian-American",False,False,4190.0,35041.0,1484.0,23441.0,"Texas, USA"
CarlKonigel,72059812,Carl Königel 🇪🇺 🇺🇦,the parrot next to the canary in the coal mine | putting nature on the agenda | tweets are my precious,False,False,2704.0,59941.0,2005.0,43071.0,Baduhenna Beach
KevinRothrock,117856715,Kevin Rothrock,"managing editor @meduza_en, podcaster @therussiaguy. many tweets repost from Telegram. got an idea for a “guest essay” at Meduza? pitch it: kevin@meduza.io",True,False,114702.0,22941.0,733.0,22798.0,"New Haven, CT, USA"
Samfr,19088758,Sam Freedman,"Write about politics + policy on my Substack (samf.substack.com). Columnist at Prospect and TES. Also write for New Statesman, FT, Guardian.",True,False,109460.0,137080.0,1183.0,57111.0,London
legalizecrime66,1429109998597066754,A,End the wars feed the people.,False,False,254.0,3435.0,751.0,11685.0,
kromark,112012718,Mark Krutov,Radio Free Europe/Radio Liberty,True,False,15417.0,2398.0,1255.0,2058.0,"Prague, Czech Republic"
OlenaHalushka,2749315621,Olena Halushka,"Board member at @AntAC_ua, co-founder of the International Centre for Ukrainian Victory @ICUVua",True,False,78193.0,7533.0,279.0,6652.0,"Kyiv, Ukraine"
mammalsmall,94807216,Small Mammal,Surrey & England cricket ramblings with excessive gloom and doom,False,False,659.0,49298.0,465.0,49968.0,
kaindinsky,1458897359606276102,Kaindinsky.tez,NFT Collector | AI artist. Deep Learning bachelor. Mathematician & Programmer.,False,False,1576.0,4587.0,672.0,9751.0,Tezos
violet7rip,731180148704333825,Violet7rip,"CG artist | Music producer | #NFTartist 🕊️
he / him 
pfp - @CuteBastardsNFT",False,False,2785.0,3475.0,1043.0,9293.0,
andriy9221,1659056460,Andrii 🇺🇦,"«Битися, а не журитися»",False,False,994.0,10433.0,420.0,74006.0,Ukraine 
DavidGRichard,14290415,David Gerzof Richard,"CEO @BIGfishPR | PR Professor @EmersonCollege | Please feed me great campaigns, design, tech, sustainability, social impact & innovation.",False,False,19100.0,11165.0,7973.0,927.0,Boston
AdamKinzinger,18004222,Adam Kinzinger🇺🇦🇺🇸✌️,"Husband, dad, pilot, Lt. Col in @AirNatlGuard, founder of @Country_F1rst. Blocking trolls & bots, challenging conspiracy theories, always standing for truth.",True,False,638409.0,5505.0,1045.0,1104.0,"Channahon, IL"
ppesydney,2493766981,Progress in Political Economy (PPE),"Political economic research, commentary and events. Blog and @ManchesterUP book series. Co-editors: @adamdavidmorton and @garethjbryant",False,False,3324.0,1279.0,107.0,523.0,University of Sydney
Manfred43109337,1410514975286829056,Manfredi 2,"razzistaahh ,evasore vaccinale &
oscillatore di furgoni della polizia .

mi misi dalla parte del torto perché dall'altra parte serviva il greenpass",False,False,146.0,12788.0,354.0,10678.0,"Palermo, Sicily"
Wr0TaOw8hQ4wzkf,1211412066994548737,47/52,"Україна понад усе. Цей світ став занадто комфортним для дурнів і це руйнує його, знищую цей комфорт як можу.
Раціоналіст, націоналіст, правдолюб, касапофаг",False,False,298.0,20613.0,521.0,22965.0,"Україна, Вінниця"
Moni_Kabelucci,932476470,Моні Кабелуччі🇺🇦,"Батько наш Залужний//
Буде тобі, враже.",False,False,4923.0,25827.0,1204.0,79905.0,Kyiv
markpmeredith,54065433,Mark Meredith,"@FoxNews Correspondent. Proud husband & father. Love flying, pizza, and college football. UGA Grad. Story ideas and feedback welcome: Mark.Meredith@fox.com",True,False,9566.0,12328.0,3031.0,57572.0,"Washington, DC"
jatingandhi,31611246,Jatin Gandhi,"#Journalist JNM, Trainer #GNIIndia Fellow @ICFJKnight @CheveningFCDO ex @httweets @ndtv @the_hindu @indiatoday Open @indianexpress @abpnews Author @penguinindia",True,False,11044.0,8805.0,2455.0,6758.0,New Delhi
CSwampthing,759256253449338881,Witold U. ☭⃠ 🌻💀,"Data Science, Urban Cycling, History, Futurism, The Singularity, Psychedelics, YIMBY 🍄🐕, #NAFO",False,False,2053.0,25312.0,3124.0,177931.0,
kamilah,7460562,kamilah taylor,🇯🇲👩🏾‍💻engineering leader @gustohq•past: @theswaayapp @krikeyapp @LinkedIn @IllinoisCS etc•iOS enthusiast•compulsive 📚 + 🧩 buyer•Hufflepuff+Trekkie,False,False,7899.0,21129.0,2761.0,64685.0,"San Francisco, CA"
adream608,2842519011,Adrian Taylor,Apparently a Nazi fan-girl :-),False,False,116.0,11960.0,362.0,5783.0,
JamesKPatterson,169245434,James Goes Cycling & Sailing🚴🏻⛵️🇺🇦,Cyclist in South Birmingham. I cycle and I sail and I like being near trees & small dogs. Will NEVER vote Tory. #FBPE,False,False,761.0,11335.0,1762.0,14162.0,Birmingham UK
Kovbasa717,1325290027178467328,ЖовтоСиніМешти ꑭ,"довіряю лише українським Воїнам.
 московія має зникнути разом з наповнювачем.",False,False,2587.0,57829.0,688.0,33616.0,Україна. Львів
StormontCyclist,1541885181396746241,Stormont Cyclist,Just trying to get from A to B alive,False,False,102.0,142.0,220.0,85.0,"Belfast, Northern Ireland"
Daves1412,190196036,David Stansell 💚,,False,False,412.0,4255.0,1052.0,19508.0,
_ryanruby_,1250146198075441152,Ryan Ruby,Novel: The Zero and the One @twelvebooks | Poem: Context Collapse - NPS Finalist | Words: @nytimes @thenation @NewLeftReview @the_point_mag @believermag,False,False,7383.0,30988.0,1912.0,109979.0,Berlin
KielO,,,,,True,,,,,
